6896, bullE, 10, 9, , , , , 
6757, mechANIC, 10, 8, , , , , 
2580, KOYK_GR, 10, 5, , , -1, , 
6883, Craig Christ, 10, 4, , , , , 
6665, 3.Lucian, 10, 3, , , -1, , 
6852, NethIafin, 10, 1, , , , , 
-26, Chin0, , , , , , , SF
-33, Kallen, , , , , , , SF
-31, Petit Dejeuner, , , , , , , SF
3534, Beef, , , , , , , SF
6470, flamewh33l, , , , , , , SF
