6790, barf_openra, 20, 17, , , , , 
6748, Orb, 20, 16, , , , , 
6766, ZxGanon, 20, 15, , , , , 
4527, FiveAces, 20, 12, , 1-1, , 1-0, 
3952, anjew, 20, 12, , 1-1, , 0-1, 
6695, eskimo, 20, 11, , , , , 
6793, maceman, 20, 9, , 2-0, , , 
6856, netnazgul, 20, 9, , 0-2, , , 
7304, Upps, 20, 6, , , , , 
7229, dragunoff, 20, 3, , , , , 
6751, Tailix Killa Mentor, 20, 0, , , , , 
6680, Clockwork, , , , , , , SF
