6793, maceman, 16, 15, , , , , 
6832, Sotsch, 16, 13, , , , , 
6859, Chewey, 16, 12, , , -1, , 
6695, eskimo, 16, 10, , , , , 
6856, netnazgul, 16, 7, , , , , 
6757, mechANIC, 16, 4, , 3-1, , , 
7229, dragunoff, 16, 4, , 2-2, , , 
6822, Anykeyich, 16, 4, , 1-3, , , 
6883, Craig Christ, 16, 3, , , , , 
6896, bullE, , , , , , , SF
6938, WaRRyKeR, , , , , , , SF
6812, jvk, , , , , , , SF
