11705, Pinkthoth, 10, 10, , , , , 
13710, Ekanim, 10, 7, , , , , 
7299, Kernel Panic, 10, 6, , , , , 
11855, Kaution, 10, 4, , , , , 
12964, Oafa, 10, 2, , , , , 
7714, Nilhall, 10, 1, , , , , 
2580, KOYK_GR, , , , , , , SF
7617, worldpeace, , , , , , , SF
9342, JackoDerp, , , , , , , SF
10569, vvoj, , , , , , , SF
12892, poop, , , , , , , SF
13574, paganini, , , , , , , SF
13674, shavkat, , , , , , , SF
