9599, goat, 26, 22, , 2-0, , , 
10747, morkel, 26, 22, , 0-2, , , 
10757, i like men, 26, 21, , , , , 
6766, ZxGanon, 26, 19, , , , , 
7223, Punsho, 26, 18, , , , , 
6680, Clockwork, 26, 16, , 2-0, , , 
6771, Mr Cloudy, 26, 16, , 0-2, , , 
6723, WhoCares, 26, 15, , , , , 
3952, anjew, 26, 8, , , , , 
7304, Upps, 26, 7, , , , , 
4527, FiveAces, 26, 6, , 1-1, , 2-1, 
9342, JackoDerp, 26, 6, , 1-1, , 1-2, 
5292, Mo, 26, 4, , , , , 
7813, TiTo, 26, 2, , , , , 
