6318, OzzyOuzo, 14, 13, , , , , 
6316, Han, 12, 9, 4, , , , 
-2, t, 14, 9, 3, , , , 
-4, Flecken, 14, 8, , , , , 
6010, GoldenHippo, 12, 6, , , , , 
235, Daz, 14, 5, , , , , 
6056, Greasyudders, 12, 4, , , , , 
-7, General, 14, 0, , , , , 
-5, Fenix, , , , , , , SF
-1, jreed, , , , , , , SF
6355, KillaB, , , , , , , SF
-49, Germany, , , , , , , SF
