6941, Jur, 20, 15, 0, 3-1, , , 
6723, WhoCares, 20, 15, , 3-1, -1, , 
7223, Punsho, 20, 15, , 2-2, , , 
-41, Dualwarhead, 20, 11, , 3-1, , , 
-42, jjkramok, 20, 11, , 2-2, , , 
6757, mechANIC, 20, 11, , 1-3, , , 
6265, Zaqzorn, 20, 10, , , -1, , 
6974, lundiz, 20, 9, , , , , 
6288, SirCake, 20, 7, , , , , 
-43, beuk, 20, 4, , , , , 
-39, merimursu, 20, 2, , , , , 
6771, Mr Cloudy, , , , , , , SF
-40, Odourless, , , , , , , SF
7687, DoDoCat, , , , , , , SF
-55, Julie, , , , , , , SF
