6766, ZxGanon, 22, 20, , , , , 
6748, Orb, 22, 19, , , , , 
7223, Punsho, 22, 17, , , , , 
6680, Clockwork, 22, 16, , , , , 
7304, Upps, 22, 13, , , , , 
4527, FiveAces, 22, 12, , , , , 
6856, netnazgul, 22, 10, 0, 1-1, , , 
3952, anjew, 22, 10, , 1-1, -1, , 
6941, Jur, 22, 8, , , , , 
-42, jjkramok, 22, 2, , 1-1, , , 
6751, Tailix Killa Mentor, 22, 2, , 1-1, , , 
6695, eskimo, , , , , , , SF
6723, WhoCares, , , , , , , SF
