6680, Clockwork, 14, 14, , , -1, , 
6621, Doomsday, 16, 11, , , -1, , 
2793, SoScared, 16, 9, , , , , 
-19, Mentats, 16, 7, , , , , 
6211, lucassss, 16, 5, 2, 3-1, , , 
4037, noobmapmaker, 16, 5, 2, 2-2, , , 
-2, t, 16, 5, 2, 1-3, -1, , 
-9, Kuba, 16, 1, , , -2, , 
6608, OMnom, , , , , , , SF
6410, Medium Tank, , , , , , , SF
6625, Raishiwi, , , , , , , SF
6723, WhoCares, , , , , , , SF
