6586, Smitty, 14, 13, 7, 1-1, , 3-2, 
6748, Orb, 14, 13, 7, 1-1, , 2-3, 
6288, SirCake, 14, 7, 3, 2-0, , , 
6430, Blackened, 14, 7, 3, 0-2, , , 
4037, noobmapmaker, 14, 6, , , , , 
6211, lucassss, 14, 5, , , , , 
-2, t, 14, 4, , , , , 
-9, Kuba, 14, 1, , , , , 
6265, Zaqzorn, , , , , , , SF
4372, raymundo, , , , , , , SF
5301, weeman, , , , , , , SF
-3, Testosterone Rex, , , , , , , SF
