6318, OzzyOuzo, 14, 13, , , , , 
6483, FRenzy, 14, 12, , , , , 
6316, Han, 14, 10, , , , , 
-2, t, 12, 7, , , , , 
4037, noobmapmaker, 12, 5, , , , , 
6016, Fahrrad, 14, 4, , , , , 
2333, jaymanxyz, 14, 2, , , , , 
6861, potato, 14, 1, , , , , 
-6, MicroBit, , , , , , , SF
4267, kyrylo, , , , , , , SF
6415, Henry_the_Slav, , , , , , , SF
6504, JuiceBox, , , , , , , SF
