9599, goat, 20, 16, , , , , 
-41, Dualwarhead, 20, 13, , , , , 
7813, TiTo, 20, 10, , , , , 
8869, Sigil, 20, 9, , 1-1, , , 
7212, Hermann G', 20, 9, , 1-1, , , 
6881, spetsnaz84, 20, 5, , , , , 
6751, Tailix Killa Mentor, 20, 4, , , , , 
6016, Fahrrad, 20, 3, , , , , 
2321, hamb, 20, 1, , , , , 
-47, Chaosgrunt22, , , , , , , SF
6695, eskimo, , , , , , , SF
