6790, barf_openra, 20, 17, , , , , 
6430, Blackened, 18, 16, , , , , 
9342, JackoDerp, 20, 14, , , , , 
3817, fris, 20, 10, , , , , 
7644, KSK_Nico, 20, 9, , , , , 
7299, Kernel Panic, 20, 7, , , , , 
8894, PieChild, 18, 6, , , , , 
9877, SinJul, 20, 4, , , , , 
7714, Nilhall, 18, 3, , , , , 
7687, DoDoCat, 18, 0, , , , , 
9506, Misery, , , , , , , SF
